"","accpt_id","state","county","totbeds","alzunit","profit","hospbase","restrain","acuindex2","avgage","pctchf","pcthyper","agg_female","pctvent_mds3","pctlowcfs","pctmidcfs","pcthighcfs","adj_rehosprate","fup_adj_rehosp"
"5669","215096","MD","005",118,"No","Yes","No",0,14.611,75.18,12.94,69.41,61.52,11.49,50.57,37.93,11.49,"0.1482",0.1471
"5670","215097","MD","005",136,"Yes","Yes","No",0,12.901,74.66,11.43,71.43,57.94,0,31.07,55.34,13.59,"0.1788",0.2696
"5671","215099","MD","031",285,"Yes","No","No",0.4,13.236,87.27,14.49,72.9,66.43,0,23.72,52.56,23.72,"0.1667",0.1403
"5673","215106","MD","017",165,"No","No","No",0,13.435,81.52,14.93,82.09,58.16,0,32.85,40.88,26.28,"0.0846",0.1288
"5674","215107","MD","031",100,"No","No","No",0,14.65,86.6,18.33,70,59.6,0,29.03,45.16,25.81,"0.0539",0.1529
"5681","215114","MD","035",120,"Yes","Yes","No",0,12.934,79.36,12.36,83.15,54.15,0,32.53,55.42,12.05,"0.1636",0.1538
"5682","215115","MD","001",122,"Yes","Yes","No",0,13.016,84.18,22.86,79.05,64.69,0,32.71,57.01,10.28,".",0.1475
"5683","215117","MD","005",412,"No","No","No",0,12.847,86.06,9.21,71.43,66.53,0,27.53,47.78,24.68,"0.1577",0.1847
"5684","215118","MD","005",141,"No","Yes","No",0,12.817,76.28,16.95,83.05,52.66,0,39.5,41.18,19.33,"0.1484",0.1636
"5689","215125","MD","031",160,"Yes","No","No",0,12.431,87.08,23.73,85.59,62,0,38.84,52.89,8.26,"0.0880",0.0795
"5691","215128","MD","005",151,"No","Yes","No",0,12.673,75.4,20.66,91.74,55.7,0,38.52,47.54,13.93,"0.2337",0.1832
"5692","215129","MD","005",135,"Yes","Yes","No",0,12.503,73.11,21.1,76.15,52.42,0,41.35,45.19,13.46,"0.1707",0.2135
"5696","215134","MD","047",73,"No","No","No",0,12.179,84.02,32.76,74.14,59.2,0,35.59,37.29,27.12,".",0.1743
"5702","215141","MD","033",153,"No","Yes","No",0,14.316,72.24,9.35,70.09,52.94,0,37.74,45.28,16.98,".",0.1615
"5706","215145","MD","033",270,"No","Yes","No",0,13.171,67.68,20.87,79.61,48.33,16.98,38.68,38.68,22.64,".",0.1623
"5707","215146","MD","033",150,"No","Yes","No",0,13.23,77.76,12.23,83.45,61.92,0,30.88,56.62,12.5,"0.1404",0.1588
"5711","215151","MD","017",142,"No","Yes","No",0,12.539,72.3,13.56,80.51,49.43,0,32.77,57.98,9.24,"0.1706",0.1534
"5713","215160","MD","027",182,"Yes","Yes","No",0.59,11.916,71.81,16.25,81.25,53.15,0,53.8,37.97,8.23,"0.1230",0.1864
"5714","215161","MD","037",286,"No","Yes","No",0.35,12.908,81.13,14.52,73.79,9.62,0,25.81,62.1,12.1,".",0.1555
"5715","215162","MD","033",192,"No","Yes","No",0,16.023,70.24,18.83,91.56,50.46,20.38,38.46,32.05,29.49,"0.1479",0.1575
"5717","215165","MD","033",180,"No","Yes","No",0.6,14.117,75.74,16.67,81.33,52.4,0,36.42,52.32,11.26,"0.1882",0.1486
"5719","215171","MD","031",158,"No","Yes","No",0,12.913,83,13.33,73.33,62.8,0,48,32,20,"0.1222",0.1336
"5721","215176","MD","510",160,"No","Yes","No",0,12.641,73.73,23.31,91.73,61.31,0,36.84,45.86,17.29,"0.1426",0.1804
"5722","215177","MD","033",155,"No","Yes","No",0.69,14.628,74.53,11.67,81.67,52.66,0,40.48,40.48,19.05,"0.2206",0.2038
"5723","215178","MD","005",125,"No","Yes","No",0.94,13.862,79.21,19.78,90.11,57.91,0,41.94,26.88,31.18,".",0.1317
"5726","215181","MD","005",130,"No","Yes","No",0,13.61,76.3,22.43,83.18,54.87,0,37.04,47.22,15.74,".",0.2109
"5727","215182","MD","003",190,"Yes","Yes","No",0.56,11.815,76.47,19.01,86.62,52.89,0,46.53,35.42,18.06,"0.1613",0.1781
"5729","215184","MD","021",120,"No","Yes","No",0,13.47,79.17,19.23,76.92,57.37,0,30,53.75,16.25,".",0.1996
"5730","215186","MD","003",154,"No","Yes","No",0,12.434,78.89,22.22,77.78,62.68,0,41.82,46.36,11.82,"0.1751",0.182
"5731","215187","MD","031",200,"No","Yes","No",0,12.263,74.04,15.38,81.41,41.84,0,49.36,38.46,12.18,"0.1873",0.1763
"5732","215188","MD","009",149,"No","No","No",0,13.613,81.9,22.99,82.76,64.02,0,15.91,61.36,22.73,"0.2222",0.2086
"5733","215189","MD","015",144,"No","Yes","No",0,12.608,82.41,15.13,73.11,62.2,0,33.33,39.17,27.5,"0.1428",0.1535
"5735","215192","MD","005",167,"No","Yes","No",0.65,12.988,80.66,19.44,91.67,69.39,0,37.4,43.51,19.08,"0.1150",0.1566
"5736","215193","MD","005",131,"No","No","No",0,13.065,87.09,23.62,83.46,69.18,0,26.77,59.84,13.39,".",0.1641
"5740","215198","MD","043",121,"No","No","No",0,12.881,86.26,31.13,75.47,68.37,0,49.53,39.25,11.21,"0.1872",0.142
"5742","215200","MD","031",168,"No","No","No",0,13.273,86.96,8.66,70.08,62.33,0,34.88,43.41,21.71,"0.2208",0.1164
"5743","215203","MD","005",238,"No","Yes","No",1.84,13.655,77.43,26.67,83.59,54.28,0,32.83,49.49,17.68,"0.1802",0.2078
"5745","215207","MD","510",200,"No","Yes","No",0,13.308,75.96,20.11,89.08,52.73,0,38.76,44.38,16.85,"0.1265",0.1252
"5749","215213","MD","031",138,"No","Yes","No",0,12.416,76.15,11.29,77.42,49.82,0,40.32,50,9.68,".",0.1554
"5751","215216","MD","023",99,"No","Yes","No",15,13.889,81.84,21.13,73.24,64.55,0,30.99,42.25,26.76,".",0.1254
"5753","215219","MD","510",200,"No","Yes","No",0,14.731,68.49,19.39,85.45,54.05,19.28,36.14,43.37,20.48,"0.1427",0.1662
"5755","215221","MD","019",98,"Yes","Yes","No",0,13.315,80.44,13.95,75.58,56.83,0,31.65,56.96,11.39,".",0.0796
"5756","215222","MD","510",225,"No","Yes","No",0,13.764,68.98,21.99,84.82,42.17,7.29,35.71,33.52,30.77,"0.1232",0.1598
"5764","215230","MD","001",153,"Yes","Yes","No",1.53,12.67,83.56,22.31,85.12,62.35,0,29.03,44.35,26.61,".",0.0953
"5765","215231","MD","033",267,"No","Yes","No",0,12.166,66.11,8.61,72.54,39.95,0,59.17,33.49,7.34,".",0.1827
"5766","215232","MD","023",100,"No","Yes","No",1.33,12.494,77.96,32.86,78.57,61.11,0,38.57,34.29,27.14,".",0.0396
"5767","215233","MD","025",129,"No","Yes","No",0,13.36,80.19,14.85,74.26,56.9,0,38.24,45.1,16.67,"0.1873",0.1982
"5770","215241","MD","510",146,"No","Yes","No",0,14.949,82.56,20.56,91.59,63.95,0,35.92,52.43,11.65,"0.1757",0.2226
"5771","215244","MD","001",124,"No","Yes","No",1.87,12.776,77.38,14.58,80.21,46.83,0,22.68,61.86,15.46,".",0.1056
"5773","215249","MD","510",141,"No","Yes","No",1.56,15.195,72.26,29.46,85.71,57.85,18.1,56.19,20.95,22.86,"0.1641",0.1776
"5778","215264","MD","033",120,"No","Yes","No",1.82,14.019,75.67,25.71,81.9,58.08,0,33.33,50.93,15.74,".",0.182
"5782","215270","MD","009",87,"No","Yes","No",0,13.209,81.85,22.39,86.57,62.71,0,20.9,55.22,23.88,".",0.1434
"5783","215271","MD","510",148,"No","Yes","No",0,12.954,73.25,11.48,82.64,43.77,0,43,42,15,"0.1590",0.1369
"5785","215273","MD","017",115,"No","Yes","No",0,13.843,74.77,22.77,74.26,58.17,0,45.63,40.78,13.59,".",0.1795
"5786","215277","MD","001",88,"Yes","No","No",0,13.339,80.91,15.07,89.04,66.9,0,28.77,56.16,15.07,".",0.1085
"5794","215301","MD","510",120,"No","Yes","No",0,12.078,73.76,20.43,89.25,57.33,0,44.79,40.63,14.58,"0.1582",0.181
"5795","215301","MD","005",120,"No","Yes","No",0,12.078,73.76,20.43,89.25,57.33,0,44.79,40.63,14.58,"0.1582",0.181
"5797","215308","MD","005",240,"No","No","No",0,11.942,89.91,13.91,68.67,66.46,0,18.54,69.54,11.92,".",0.1642
"5806","215325","MD","003",154,"No","Yes","No",0.72,11.849,74.93,22.4,76,58.73,0,59.68,27.42,12.9,"0.1668",0.1955
"5808","215331","MD","033",130,"Yes","Yes","No",1.74,13.657,76.3,20.79,76.24,61.39,0,31.07,32.04,36.89,"0.1739",0.1602
"5811","215343","MD","033",117,"No","No","No",0,13.176,88.43,21.57,70.59,66.43,0,35.24,53.33,11.43,".",0.1229
"5814","215347","MD","005",120,"No","Yes","No",0,13.038,76.27,15.19,86.08,56.02,0,33.33,52.56,14.1,"0.1852",0.1719
"5816","215351","MD","005",93,"No","Yes","No",1.22,14.308,83.53,15.28,86.11,64.99,0,35.62,45.21,19.18,"0.1764",0.0912
"5825","21E036","MD","043",59,"No","No","No",9.09,13.074,86.25,23.4,82.98,66.14,0,38.3,34.04,27.66,"0.1129",0.136
"5828","21E052","MD","023",107,"Yes","No","No",1.92,11.647,84.29,15,59,78.95,0,22,53,25,".",0.1405
"5829","21E061","MD","510",82,"No","Yes","No",0,14.472,73.99,21.13,94.37,44.32,0,41.1,43.84,15.07,"0.1236",0.146
"5830","21E081","MD","001",66,"No","Yes","No",0,12.894,87.8,20.34,66.1,71.88,0,28.81,49.15,22.03,".",0.2016
"5831","21E085","MD","029",98,"No","No","No",0,12.751,79.67,17.65,85.29,62.21,0,44.12,39.71,16.18,"0.1313",0.1429
"5835","21E180","MD","510",137,"No","Yes","No",0,13.201,74.68,20.18,89.91,55.2,0,41.28,36.7,22.02,"0.1605",0.166
"5837","21E199","MD","021",117,"No","No","No",0,12.208,87.83,19.19,68.69,68.29,0,36.63,51.49,11.88,".",0.132
"5843","225002","MA","027",123,"No","Yes","No",0.86,14.933,76.71,28.72,75.53,58.45,26.32,50,38.3,11.7,"0.1727",0.1296
"5846","225016","MA","027",82,"No","No","No",0,11.777,85.34,20,76.92,70,0,33.85,47.69,18.46,"0.1427",0.0824
"5848","225038","MA","027",133,"No","Yes","No",0,13.201,83.27,23.36,75.7,59.47,0,15.74,71.3,12.96,".",0.1001
"5849","225040","MA","013",200,"No","No","No",0,12.224,85.24,17.83,78.98,58.85,0,30.57,45.86,23.57,".",0.1581
"5850","225048","MA","009",152,"No","No","No",0,12.296,77.07,25.74,76.24,52.1,0,41.58,43.56,14.85,"0.2038",0.1351
"5852","225051","MA","005",106,"No","Yes","No",0,12.001,85.18,11.96,60.87,60.84,0,18.48,64.13,17.39,"0.2050",0.2507
"5853","225054","MA","021",138,"No","Yes","No",0,12.622,81.36,23.36,64.49,53.23,0,41.12,38.32,20.56,".",0.1635
"5854","225058","MA","021",204,"Yes","Yes","No",0,12.684,82.11,26.17,82.55,61.15,0,22.15,48.99,28.86,"0.2012",0.2372
"5856","225063","MA","017",196,"No","Yes","No",0.6,10.837,76.48,20.63,76.98,49.83,0,35.16,41.41,23.44,".",0.2673
"5861","225133","MA","009",132,"No","Yes","No",0,11.854,75.76,10.78,71.57,46.56,0,38.83,41.75,19.42,".",0.1844
"5862","225134","MA","021",66,"Yes","Yes","No",0,13.256,84.43,28.89,64.44,73.95,0,24.44,51.11,24.44,"0.1627",0.0979
"5863","225137","MA","017",130,"No","Yes","No",2.35,12.337,79.47,16.44,72.6,56.96,0,34.25,47.95,17.81,"0.1723",0.2167
"5864","225145","MA","023",123,"No","Yes","No",2.11,12.764,75.59,13.95,75.58,42.16,0,26.74,59.3,13.95,".",0.1643
"5867","225154","MA","009",250,"Yes","No","No",0,11.153,87.6,20.6,79.4,65.96,0,19.9,40.3,39.8,"0.1411",0.1604
"5869","225173","MA","027",141,"Yes","No","No",0,12,87.14,28.44,84.4,64.6,0,40.37,34.86,24.77,"0.0751",0.1266
"5875","225191","MA","017",155,"No","Yes","No",0,11.559,81.87,22.22,67.59,63.16,0,26.85,62.04,11.11,"0.1201",0.1288
"5876","225194","MA","005",124,"No","Yes","No",0,12.648,81.85,22.22,84.85,52.89,0,31.31,51.52,17.17,"0.2161",0.1857
"5879","225199","MA","027",160,"No","Yes","No",2.15,11.383,69.37,16.88,70.13,40.81,0,50,37.18,12.82,"0.1073",0.1728
"5880","225201","MA","025",196,"Yes","No","No",0,12.779,84.26,18.92,89.86,69.68,0,29.05,51.35,19.59,"0.1157",0.2041
"5882","225208","MA","021",124,"No","Yes","No",0,11.6,79.85,14.74,77.89,50.61,0,26.8,60.82,12.37,".",0.2266
"5884","225211","MA","021",191,"No","Yes","No",1.95,11.518,87.99,19.4,82.09,66.06,0,29.85,54.48,15.67,".",0.1443
"5887","225216","MA","027",160,"No","Yes","No",0,11.96,80.51,11.65,71.84,45.85,0,25.24,62.14,12.62,".",0.1059
"5889","225219","MA","027",173,"No","Yes","No",20,14.855,56.85,8.89,42.22,40.43,9.63,24.44,42.96,32.59,".",0.1069
"5890","225221","MA","023",123,"No","Yes","No",0,11.885,70.68,19.77,73.26,37.5,0,36.78,49.43,13.79,"0.1791",0.2133
"5892","225223","MA","009",159,"No","Yes","No",0,11.706,77.61,10,69.09,51.1,0,30.63,39.64,29.73,"0.2172",0.1752
"5899","225233","MA","005",118,"No","Yes","No",0,12.623,83.08,11.65,69.9,62.5,0,21.9,59.05,19.05,"0.1922",0.1906
"5902","225242","MA","027",117,"No","Yes","No",1.06,11.445,74.24,12.2,73.17,48.74,0,43.9,43.9,12.2,"0.2402",0.2402
"5903","225248","MA","027",154,"Yes","Yes","No",0,12.523,85.86,22.83,80.31,56.82,0,24.41,64.57,11.02,".",0.1624
"5905","225250","MA","003",180,"No","No","No",0.85,10.831,80.92,14.58,54.17,58.99,0,51.02,33.67,15.31,"0.1619",0.1451
"5906","225253","MA","013",164,"No","Yes","No",0.77,12.325,80.72,19.42,65.05,60.44,0,36.89,49.51,13.59,".",0.216
"5912","225262","MA","013",168,"Yes","Yes","No",0.78,12.144,82.95,27.83,70.43,59.36,0,38.26,53.04,8.7,".",0.1254
"5917","225267","MA","005",133,"No","Yes","No",0,13.09,81.78,24.11,79.46,59.36,0,33.04,51.79,15.18,"0.1847",0.187
"5918","225268","MA","017",202,"No","Yes","No",0,11.676,78.41,14.61,62.92,56.25,0,26.97,52.81,20.22,"0.1738",0.176
"5920","225270","MA","009",202,"Yes","Yes","No",0,12.646,81.17,19.86,75.34,61.02,0,33.56,52.74,13.7,"0.1052",0.1355
"5923","225273","MA","017",100,"Yes","No","No",0,13.737,89.56,24.42,76.74,72.66,0,27.59,50.57,21.84,"0.2394",0.1389
"5924","225274","MA","021",160,"No","Yes","No",0,12.469,69.95,18.42,71.93,44.57,0,42.98,39.47,17.54,"0.1757",0.218
"5925","225275","MA","027",152,"Yes","Yes","No",0,12.07,86.48,22.4,78.4,64.56,0,25.4,48.41,26.19,".",0.1577
"5927","225280","MA","005",176,"No","Yes","No",0,12.448,76.59,18.4,70.4,42.33,0,36.8,45.6,17.6,"0.2240",0.2084
"5929","225282","MA","023",117,"No","Yes","No",0.94,11.178,84.81,20.78,72.73,54.55,0,29.63,70.37,0,"0.1677",0.2032
"5936","225291","MA","013",160,"No","No","No",0,11.876,70.75,10.08,55.46,41.33,0,40.34,42.86,16.81,"0.1489",0.1409
"5937","225293","MA","027",144,"No","Yes","No",0,12.143,80.79,33.61,88.24,56.91,0,30.83,69.17,0,".",0.1627
"5938","225294","MA","009",174,"Yes","Yes","No",0,12.918,83.73,12.5,70,58.08,0,23.33,59.17,17.5,"0.1889",0.1553
"5939","225295","MA","013",135,"No","Yes","No",0.81,11.78,85.43,17.76,46.3,59.89,0,34.26,50.93,14.81,"0.1407",0.1549
"5940","225296","MA","027",142,"Yes","Yes","No",0,12.004,84.39,27.1,84.11,61.02,0,33.64,45.79,20.56,".",0.1903
"5941","225297","MA","025",123,"Yes","No","No",0,11.166,85.57,22.92,86.46,59.5,0,21.88,61.46,16.67,".",0.1554
"5942","225298","MA","017",123,"No","Yes","No",0,12.596,83.3,18.56,72.16,57.97,0,24.49,64.29,11.22,".",0.1306
"5943","225299","MA","013",254,"No","Yes","No",0,11.816,80.75,19.21,70.2,55.21,0,25.66,67.11,7.24,".",0.164
"5946","225304","MA","011",123,"Yes","No","No",0.88,11.012,81.48,16.33,69.39,54.55,0,33.67,55.1,11.22,".",0.1272
"5948","225306","MA","003",100,"No","No","No",0,11.718,86.46,30.38,74.68,59.01,0,39.02,47.56,13.41,".",0.0934
"5950","225311","MA","015",132,"No","Yes","No",0.88,11.538,86.42,14.13,54.35,63.99,0,29.03,53.76,17.2,"0.1508",0.1404
"5951","225312","MA","027",123,"Yes","No","No",0,11.763,85.32,20.79,80.2,70,0,24.51,62.75,12.75,".",0.1812
"5954","225315","MA","027",168,"Yes","Yes","No",0,12.682,82.51,26.87,74.63,57.71,0,22.79,63.97,13.24,"0.1316",0.1456
"5958","225320","MA","001",128,"No","Yes","No",7.07,12.284,81.22,24.36,76.92,52.72,0,43.04,44.3,12.66,".",0.151
"5959","225321","MA","021",145,"Yes","Yes","No",4.76,12.298,80,12.24,77.55,42.5,0,28.57,54.08,17.35,".",0.2364
"5961","225323","MA","009",150,"No","Yes","No",0,12.727,80.58,24.53,75.47,60,0,33.96,53.77,12.26,"0.1631",0.1891
"5963","225326","MA","017",144,"No","Yes","No",2.54,12.435,75.8,11.63,76.74,56.52,0,26.44,59.77,13.79,"0.1679",0.1535
"5964","225328","MA","005",122,"No","Yes","No",0,13.119,84.62,30.21,83.33,58.19,0,37.5,46.88,15.63,"0.1689",0.1801
"5966","225330","MA","001",132,"No","Yes","No",0,12.015,86.02,18.69,74.77,59.04,0,35.78,55.05,9.17,"0.1161",0.1328
"5967","225331","MA","013",119,"Yes","No","No",0,12.963,80.9,17.2,73.12,54.97,0,29.03,45.16,25.81,".",0.129
"5972","225337","MA","001",123,"No","Yes","No",0,12.604,82.3,17.05,69.32,54.18,0,16.3,71.74,11.96,"0.2411",0.233
"5980","225349","MA","001",120,"No","No","No",0,10.936,69.08,12.66,56.96,46.08,0,60,26.25,13.75,"0.2165",0.1148
"5983","225356","MA","021",168,"No","Yes","No",1.3,12.006,72.87,14.73,67.44,48.73,0,32.03,59.38,8.59,"0.1728",0.2027
"5988","225366","MA","005",142,"No","No","No",0.73,12.715,84.46,26.79,73.21,58.67,0,33.88,57.85,8.26,"0.1971",0.1504
"5990","225369","MA","001",132,"No","No","No",0,11.915,88.77,16.3,78.26,65.44,0,35.11,47.87,17.02,"0.1197",0.1418
"5995","225376","MA","009",160,"Yes","No","No",0,12.227,86.44,18.69,76.64,71.19,0,23.36,55.14,21.5,"0.1305",0.159
"5999","225382","MA","023",123,"No","No","No",0,10.123,78.24,22.11,72.63,63.5,0,24.21,47.37,28.42,"0.1619",0.1875
"6001","225385","MA","027",156,"Yes","No","No",0,12.098,87.19,25,76.85,70.36,0,31.19,54.13,14.68,".",0.1439
"6002","225386","MA","003",115,"No","Yes","No",1.94,12.773,81.37,30.77,71.43,53.78,0,33.7,55.43,10.87,"0.1420",0.1992
"6005","225389","MA","005",217,"Yes","No","No",3.87,13,85.58,22.75,82.63,53.26,0,21.43,59.52,19.05,".",0.1392
"6006","225390","MA","027",162,"No","Yes","No",0,12.646,65.14,12.3,66.39,29.63,0,30.33,57.38,12.3,"0.1782",0.1759
"6007","225392","MA","013",120,"No","Yes","No",0,11.416,80.81,18.89,51.11,60.16,0,24.44,57.78,17.78,"0.1114",0.1215
"6008","225394","MA","017",140,"No","Yes","No",0,11.876,87.59,24.78,84.96,66.3,0,30.09,46.02,23.89,"0.1157",0.13
"6009","225395","MA","027",96,"No","Yes","No",0,11.677,83.03,14.12,81.18,66.23,0,12.94,65.88,21.18,".",0.1998
"6015","225404","MA","009",146,"Yes","Yes","No",0,12.887,83.11,33.01,84.47,57.46,0,19.81,53.77,26.42,".",0.1936
"6017","225406","MA","027",123,"Yes","No","No",0,12.362,88.12,20.72,82.88,79.33,0,26.13,60.36,13.51,"0.1072",0.0996
"6018","225408","MA","017",123,"No","No","No",0,11.512,86.27,31.33,83.13,58.16,0,30.95,48.81,20.24,"0.1034",0.1503
"6019","225409","MA","009",154,"No","No","No",0,12.448,85.97,20.93,79.07,72.66,0,28.68,62.02,9.3,".",0.1234
"6021","225412","MA","021",123,"No","Yes","No",2.41,12.54,85.68,19.18,73.97,56.21,0,31.51,46.58,21.92,".",0.2202
"6024","225415","MA","025",344,"No","No","No",0,0,85.92,23.42,72.15,60.05,0,36.08,53.16,10.76,"0.1657",0.1319
"6025","225417","MA","025",83,"No","No","No",0,13.987,86.01,22.54,71.83,56.81,0,21.13,59.15,19.72,"0.1287",0.1413
"6027","225419","MA","017",135,"Yes","Yes","No",0,11.539,86.51,20.16,73.39,59.26,0,9.6,72,18.4,".",0.1431
"6028","225420","MA","015",134,"Yes","Yes","No",0,12.882,85.61,13.54,64.58,61.87,0,19.79,68.75,11.46,"0.1087",0.0848
"6029","225421","MA","017",123,"No","Yes","No",0,11.827,83.57,15.63,72.92,55.14,0,22.92,60.42,16.67,".",0.1016
"6031","225425","MA","017",163,"No","Yes","No",0,12.746,78.78,11.4,62.28,47.78,0,44.74,46.49,8.77,"0.2080",0.0986
"6035","225430","MA","017",333,"Yes","No","No",0,11.738,87.75,31.58,84.21,65.56,0,29.81,55.47,14.72,"0.0901",0.1118
"6036","225431","MA","017",123,"No","Yes","No",0,12.359,83.62,36.73,71.43,59.36,0,23.47,60.2,16.33,"0.1366",0.1789
"6041","225436","MA","025",121,"No","No","No",0,12.347,84.12,24.44,70,61.71,0,16.67,58.89,24.44,"0.1680",0.183
"6042","225437","MA","021",120,"Yes","Yes","No",0,13.11,84.53,21.18,67.06,55.49,0,16.47,27.06,56.47,"0.1762",0.1886
"6043","225438","MA","027",137,"Yes","Yes","No",0,13.096,81.69,21.36,82.52,50.4,0,32.69,50,17.31,"0.1573",0.1618
"6045","225440","MA","017",123,"No","Yes","No",0,12.412,88.85,28.26,86.96,73.56,0,19.57,67.39,13.04,"0.1381",0.1143
"6049","225448","MA","005",300,"Yes","No","No",7.45,11.804,86.92,27.47,75.97,62.38,0,22.75,51.5,25.75,".",0.1576
"6051","225451","MA","025",123,"Yes","No","No",0,13.775,85.4,22,80,63.61,0,20,64,16,".",0.1618
"6054","225455","MA","003",89,"No","Yes","No",0,10.781,80.56,19.23,76.92,61.86,0,17.95,82.05,0,".",0.1347
"6056","225458","MA","017",169,"No","Yes","No",0,12.747,73.49,20.9,73.13,42.18,0,43.28,49.25,7.46,"0.1553",0.1919
"6057","225459","MA","001",121,"Yes","Yes","No",0,12.648,84.33,25.84,73.03,55.12,0,18.68,57.14,24.18,"0.1460",0.1929
"6063","225467","MA","027",160,"No","Yes","No",0.7,12.078,74.68,25.83,82.5,47.84,0,36.97,52.1,10.92,"0.1184",0.2039
"6064","225468","MA","017",123,"No","Yes","No",0,12.637,82.79,22.68,82.47,53.03,0,35.71,45.92,18.37,"0.2342",0.2318
"6065","225469","MA","025",120,"Yes","Yes","No",0,12.669,77,27.72,83.17,57.44,0,35.29,48.04,16.67,"0.1831",0.1786
"6068","225472","MA","009",180,"Yes","No","No",0,12.195,87.87,20.37,78.7,69.39,0,28.7,58.33,12.96,"0.1585",0.1506
"6069","225474","MA","005",100,"No","Yes","No",0,12.773,85.47,37.5,91.67,62.79,0,32.88,27.4,39.73,"0.1240",0.1132
"6070","225475","MA","005",129,"No","No","No",0,12.452,85.4,9.17,77.06,64.97,0,16.36,72.73,10.91,".",0.1478
"6071","225476","MA","021",144,"No","Yes","No",0,11.922,88.16,25.4,59.52,66.39,0,26.19,56.35,17.46,"0.1438",0.1107
"6072","225477","MA","005",116,"No","No","No",3.92,11.908,87.35,19.05,84.52,72.09,0,19.05,54.76,26.19,".",0.1113
"6074","225480","MA","013",125,"No","No","No",0,12.607,88.05,33.62,93.1,71.35,0,29.31,57.76,12.93,".",0.2079
"6075","225481","MA","005",80,"No","No","No",0,14.046,88.38,20.69,93.1,73.91,0,35.59,45.76,18.64,".",0.2397
"6079","225485","MA","005",117,"No","No","No",0,12.281,85.9,17.43,84.4,51.92,0,16.36,40.91,42.73,".",0.1612
"6080","225486","MA","025",122,"No","Yes","No",1.67,11.675,77.49,32.26,79.57,52.05,0,36.56,49.46,13.98,"0.1365",0.1998
"6081","225488","MA","023",104,"No","Yes","No",0,11.148,77.58,11.9,78.57,45.99,0,14.12,63.53,22.35,"0.2368",0.2357
"6082","225489","MA","017",115,"No","Yes","No",1.14,12.907,80.63,19.48,63.64,55.98,0,36.36,48.05,15.58,".",0.1938
"6084","225491","MA","027",103,"Yes","Yes","No",0,11.578,85.72,23.26,65.12,61.88,0,33.72,45.35,20.93,".",0.1151
"6086","225493","MA","025",123,"No","Yes","No",0,12.745,79.15,30.39,92.16,53.55,0,32.35,50.98,16.67,"0.1427",0.178
"6092","225501","MA","017",160,"No","Yes","No",0,12.551,83.61,25,78.13,56.74,0,37.76,46.94,15.31,"0.1753",0.1743
"6096","225506","MA","025",140,"No","No","No",0.83,12.308,75.63,12.5,71.59,52.8,0,41.25,36.25,22.5,"0.1479",0.1691
"6097","225508","MA","017",124,"No","Yes","No",0,11.701,84.46,22.89,85.54,62.5,0,36.9,45.24,17.86,"0.1695",0.158
"6098","225509","MA","021",120,"No","Yes","No",0,12.684,80.7,21.28,88.3,48.25,0,36.17,46.81,17.02,"0.2013",0.1821
"6099","225510","MA","009",126,"Yes","Yes","No",0,12.63,87.72,35.71,85.71,69.46,0,26.53,54.08,19.39,"0.1518",0.1577
"6102","225513","MA","027",96,"Yes","Yes","No",0,12.276,83.99,22.78,86.08,65.32,0,20.25,45.57,34.18,".",0.1079
"6103","225514","MA","021",141,"No","No","No",0,13.194,87.68,18.55,83.06,60.11,0,21.14,61.79,17.07,"0.2238",0.1503
"6104","225515","MA","017",208,"Yes","No","No",0,12.491,87.84,25,77.84,69.78,0,31.25,48.86,19.89,".",0.1417
"6105","225516","MA","017",114,"No","Yes","No",1.2,12.533,77.95,23.19,91.3,53.57,0,33.33,40.58,26.09,".",0.3083
"6110","225525","MA","001",135,"Yes","Yes","No",0,11.137,81.43,16.88,70.13,57.94,0,35.44,45.57,18.99,".",0.1457
"6111","225527","MA","011",122,"No","No","No",24.35,11.74,68.34,13.79,72.41,40.98,0,35.34,54.31,10.34,".",0.1387
"6114","225530","MA","009",142,"No","Yes","No",0,12.023,82.08,24.51,72.55,57.23,0,39.42,46.15,14.42,"0.2006",0.1777
